,X,Y,Diff,Target
0,0.34517714,0.62184644,0.6013304,0
1,0.34407642,0.6226356,0.6697415,0
2,0.33977145,0.6256892,0.55022943,0
3,0.33753586,0.6272708,0.7165119,0
4,0.34509262,0.62192136,0.6243107,0
5,0.3435624,0.62298715,0.6074809,0
6,0.3408169,0.6249492,0.6965632,0
7,0.3450089,0.6219716,0.55359054,0
8,0.3440202,0.622656,0.59065986,0
9,0.34280837,0.62354004,0.6919682,0
10,0.33843252,0.6266475,0.6299715,0
11,0.34534368,0.6217314,0.573008,0
12,0.3478794,0.61994046,0.7040471,0
13,0.34602535,0.6212604,0.72907454,0
14,0.34482536,0.62209994,0.6881301,0
15,0.34582844,0.62140036,0.54032385,0
16,0.3365138,0.628023,0.5813046,0
17,0.34087446,0.62490326,0.65819526,0
18,0.3455092,0.62161535,0.6836412,0
19,0.33963713,0.62577873,0.56187785,0
20,0.34150758,0.624458,0.59856236,0
21,0.3375225,0.6272917,0.6443107,0
22,0.33867592,0.62647116,0.6075483,0
23,0.35002828,0.61840945,0.6975954,0
24,0.34445474,0.62236166,0.6816115,0
25,0.33751953,0.6272985,0.5384003,0
26,0.345012,0.62196237,0.63133746,0
27,0.3404426,0.62521464,0.7198932,0
28,0.35022256,0.6182676,0.6530123,0
29,0.34652627,0.62092286,0.65822345,0
30,0.34140727,0.6245298,0.64347166,0
31,0.3425339,0.6237416,0.5823602,0
32,0.34501258,0.6219729,0.6430373,0
33,0.3428405,0.6235268,0.5788817,0
34,0.3436654,0.6229116,0.5539786,0
35,0.34341353,0.6231129,0.50481653,0
36,0.34842482,0.61954707,0.6422516,0
37,0.33750594,0.62731206,0.64533967,0
38,0.3388514,0.6263422,0.614908,0
39,0.34925458,0.6189586,0.6755888,0
40,0.34087154,0.6248954,0.5933303,0
41,0.34023863,0.625382,0.62373656,0
42,0.33715954,0.6275468,0.6298148,0
43,0.33714595,0.62756044,0.6508022,0
44,0.3387513,0.62642556,0.6886772,0
45,0.34992117,0.6185029,0.65933126,0
46,0.34149444,0.6244993,0.5138195,0
47,0.3389784,0.62625146,0.6990783,0
48,0.3401858,0.62539846,0.66383225,0
49,0.33576024,0.62853926,0.66372246,0
50,0.3456601,0.62149304,0.65319127,0
51,0.3399107,0.6255915,0.5564439,0
52,0.3403383,0.62527937,0.6004534,0
53,0.34898478,0.61916536,0.61725426,0
54,0.34629345,0.62106234,0.60812443,0
55,0.3450025,0.62198323,0.5679089,0
56,0.3466235,0.62082046,0.7274494,0
57,0.34202993,0.62407565,0.63557416,0
58,0.3444475,0.62236255,0.67176825,0
59,0.34246963,0.6237674,0.75931275,0
60,0.339578,0.62580067,0.62261003,0
61,0.33850542,0.62658906,0.57978106,0
62,0.33834866,0.6267068,0.6132221,0
63,0.34121415,0.6246376,0.61208963,0
64,0.34583434,0.62138766,0.70142066,0
65,0.3460624,0.6212197,0.5473533,0
66,0.3352573,0.6289065,0.7614993,0
67,0.3478002,0.6199972,0.5402777,0
68,0.34603184,0.62124276,0.7893099,0
69,0.34209502,0.624041,0.69841516,0
70,0.3475248,0.62019324,0.5721873,0
71,0.3477745,0.6200102,0.70912534,0
72,0.33795658,0.62697476,0.6031219,0
73,0.34595415,0.6212854,0.72819465,0
74,0.33863726,0.62650496,0.62090373,0
75,0.34308994,0.6233434,0.6640619,0
76,0.34600747,0.62126714,0.6869914,0
77,0.34357232,0.62298894,0.6142566,0
78,0.34553802,0.6215992,0.6526732,0
79,0.33810163,0.626885,0.6281409,0
80,0.3473472,0.62031347,0.6352897,0
81,0.34413058,0.6226016,0.6227304,0
82,0.3448371,0.62208635,0.6356229,0
83,0.34300032,0.6233998,0.53942597,0
84,0.34724584,0.62038773,0.64271766,0
85,0.3479106,0.61990696,0.66793084,0
86,0.34221545,0.62395173,0.5975781,0
87,0.3492568,0.61896586,0.69182146,0
88,0.34584275,0.62137604,0.6753843,0
89,0.33908314,0.62618345,0.7090099,0
90,0.34557927,0.6215563,0.5341437,0
91,0.33797824,0.6269564,0.65017617,0
92,0.34054282,0.6251427,0.59095025,0
93,0.3398635,0.6256078,0.5871856,0
94,0.33845812,0.6266149,0.6578489,0
95,0.33499965,0.6290985,0.7217945,0
96,0.34025243,0.6253491,0.59774554,0
97,0.3494508,0.61881745,0.60021883,0
98,0.3401265,0.6254387,0.60085493,0
99,0.34051922,0.62515193,0.61839044,0
100,0.3467195,0.6207742,0.6097893,0
101,0.34508976,0.6219044,0.62285864,0
102,0.34360406,0.6229717,0.46208462,0
103,0.33908746,0.62618965,0.6641925,0
104,0.33974513,0.625719,0.58015215,0
105,0.34315607,0.6232713,0.64916056,0
106,0.3457892,0.6214129,0.67394793,0
107,0.34178916,0.62425286,0.65594095,0
108,0.33788556,0.62702215,0.505588,0
109,0.34747759,0.62021786,0.6286606,0
110,0.33910173,0.62618506,0.59262806,0
111,0.34742478,0.62026834,0.5763697,0
112,0.34547782,0.6216426,0.6458698,0
113,0.33967438,0.62574834,0.5466222,0
114,0.33632147,0.62818056,0.60270315,0
115,0.34708259,0.6205016,0.60804,0
116,0.3405447,0.625142,0.56201226,0
117,0.33857235,0.6265372,0.8483145,0
118,0.34488428,0.6220595,0.6903083,0
119,0.33832088,0.62671566,0.7047991,0
