,min_distances,avg_k_distances,max_k_distances,outlier_K_factor,cluster_sparsity,lof_clusters,label
0,9.868458901554362,10.016725515954771,10.230705661824636,0.17802579263513155,0.37622377622377623,2.7560632325957335,0.0
1,9.724809490332655,9.760547333952909,9.789617800354762,0.1343038771561212,0.05524475524475525,2.3184079139673917,0.0
2,8.910831110937508,9.012026145813767,9.154571712144227,0.21304635071405673,0.0,2.6484631644235845,0.0
3,8.688654942440584,8.832749677768742,9.144291779618584,0.2077344082785412,0.0,2.7120037669916934,0.0
4,7.066730104042923,7.828362008007301,8.387668271113975,0.12052500948937224,0.7272727272727273,1.797727371859499,0.0
5,7.76672540985548,7.921837337979577,8.50345161705067,0.1401107772816641,0.37622377622377623,2.152169639954591,0.0
6,10.588750994435866,10.957324122428425,11.380359285588952,0.14623528761228463,0.05524475524475525,2.512938770434663,0.0
7,8.060655372897141,8.396809974075737,8.785377532639995,0.19271975758260265,0.0,2.36605064191318,0.0
8,7.462629963873937,7.689563415006347,7.805841992279399,0.1272771895868795,0.7272727272727273,1.940513750053806,0.0
9,10.61274928769021,10.745946171051104,10.836408543796127,0.19145270024698494,0.37622377622377623,3.0516514083895743,0.0
10,10.033590674370505,10.1456710015862,10.282730956548658,0.17112562577551027,0.7272727272727273,2.66976686925287,0.0
11,9.442696116017808,9.568897648150646,9.81166003347622,0.13040776793097442,0.05524475524475525,2.256635317235718,0.0
12,7.9116539018843035,8.042649982510724,8.239508779100804,0.1427252695672612,0.37622377622377623,2.33688221542211,0.0
13,11.668146696860266,12.002571090009024,12.49593846480182,0.16114221488580727,0.05524475524475525,2.583493033494034,0.0
14,10.316039710855765,10.42372412173775,10.608238763144206,0.18610009573950034,0.37622377622377623,2.865352789686277,0.0
15,8.340420737176053,8.601971484966054,8.857765813403287,0.1994085825837467,0.0,2.759053425223527,0.0
16,7.833729442396506,8.435023481510296,9.039310226275576,0.1081872336678465,0.05524475524475525,1.8482793222209764,0.0
17,8.584668675564634,9.410955872056418,9.729896721554901,0.14641386586896873,0.7272727272727273,2.1110810882354034,0.0
18,10.328460998025983,10.566906668706782,10.743784070572884,0.18632417424214054,0.37622377622377623,2.9548412790846625,0.0
19,9.363541739241361,9.44585198856769,9.553602587343512,0.22387007142976184,0.0,2.6077013520755075,0.0
20,8.1863505456054,8.700723974869025,9.21103838530794,0.11305708550145843,0.05524475524475525,1.9107350584839145,0.0
21,8.964230552653568,9.158262817128348,9.69250493494148,0.16171362371979414,0.37622377622377623,2.6036084467017186,0.0
22,7.118242990533454,7.832750186716015,8.355061625420108,0.09830605248548924,0.05524475524475525,1.7195070918803954,0.0
23,7.779563769337079,7.899970178940828,8.119506699053199,0.14034237971783442,0.37622377622377623,2.245719728077028,0.0
24,8.835978515346111,9.090657801774807,9.355593563396049,0.14114590426717846,0.6972027972027972,2.2755713049098256,0.0
25,7.995741341164104,8.046856224954324,8.126268287957904,0.11042468892818283,0.05524475524475525,1.841331908432721,0.0
26,8.369747226261326,9.061712775813561,9.241851929264772,0.14274832192779982,0.7272727272727273,1.9618236017494461,0.0
27,9.114516788953559,9.627884072066964,9.810982292707438,0.15545056996745857,0.7272727272727273,2.2608049154652847,0.0
28,9.227711844874447,9.578128744031662,10.164010202657742,0.12743874101370278,0.05524475524475525,2.0129488794266885,0.0
29,11.24585092875233,11.684381112061999,12.053879533357044,0.1553101254222657,0.05524475524475525,2.418964200547024,0.0
30,8.620396997904995,8.908399888276127,9.447560106614883,0.15551090840939968,0.37622377622377623,2.4050008029958367,0.0
31,8.48630595829821,8.97298267117419,9.44965527080661,0.11719960108890064,0.05524475524475525,1.83611663483981,0.0
32,9.245169062447522,9.622379627400592,9.827643138397532,0.15767888012941866,0.7272727272727273,2.1431184845134,0.0
33,7.623595982840957,8.360788925399692,9.020629642560749,0.1052851985825737,0.05524475524475525,1.8464161487471107,0.0
34,7.530847634994667,7.805877561874048,7.998089731092418,0.18005274552335196,0.0,2.426974907180184,0.0
35,8.58114318095685,8.600327722253237,8.66801574077136,0.11850934465914079,0.05524475524475525,1.9420212511865453,0.0
36,7.468213141396371,7.653699184398739,7.862130300104408,0.1347256524375637,0.37622377622377623,2.1977483661026724,0.0
37,9.973673747206698,10.03841193460558,10.166203392902107,0.1799238555931979,0.37622377622377623,2.8481938742475847,0.0
38,8.195973324094519,8.470387277832485,8.79043524044014,0.1131899802858126,0.05524475524475525,1.8958070585757765,0.0
39,9.350801761785945,9.682143214865418,10.06501846116344,0.12913866666226925,0.05524475524475525,2.1770070238605173,0.0
40,8.587444822191141,8.806757104582795,9.045059168097021,0.14646121380692273,0.7272727272727273,2.2414781897235114,0.0
41,8.314208306060813,8.58515610802134,9.27048624054062,0.11482285715700921,0.05524475524475525,1.748015218028249,0.0
42,9.675494124578702,9.927059330560349,10.17367454744322,0.17454473163924067,0.37622377622377623,2.781787861919665,0.0
43,8.44658781513343,8.81011219896519,9.18113566802542,0.11665107614085156,0.05524475524475525,2.0868077657503616,0.0
44,8.983967387140636,9.091634329416225,9.38636386948094,0.12407252332671267,0.05524475524475525,2.1892067638147332,0.0
45,8.754910101581164,8.957460209026715,9.54355999907923,0.12090914191835958,0.05524475524475525,1.9237311885065351,0.0
46,7.71513904814628,8.114413174301077,8.55419669894026,0.10654944839738835,0.05524475524475525,1.7497802200305896,0.0
47,9.55075763897256,9.685957443595598,10.182894040378695,0.17229450068199803,0.37622377622377623,2.82877184264276,0.0
48,9.973431553293866,10.126535598492243,10.383058243177233,0.17991948644460704,0.37622377622377623,2.86717100137543,0.0
49,9.71988630002576,9.88787453255751,10.090521642363207,0.13423588574232015,0.05524475524475525,2.40730505356531,0.0
50,7.509716335290612,7.812585013249938,8.131846760175494,0.13547436498362783,0.37622377622377623,2.1368285488990715,0.0
51,9.094154161842582,9.14803823807765,9.339591104876794,0.12559425093160922,0.05524475524475525,2.1665199608742167,0.0
52,8.667499348062888,8.80412145552529,9.110163743106424,0.20722860560724798,0.0,2.7099437038782623,0.0
53,7.839529784149804,8.075360618812557,8.653704371597975,0.10826733892719095,0.05524475524475525,1.9000422339582808,0.0
54,8.654544402379475,8.660629167840462,8.682351809366592,0.11585975333245291,0.9370629370629371,2.1554919185404815,0.0
55,9.483074823022825,9.700461193869552,9.941770033503827,0.13096541555489094,0.05524475524475525,2.209906873900954,0.0
56,7.712180689351414,7.933225334870002,8.082465390641122,0.13912679718926402,0.37622377622377623,2.17479824176708,0.0
57,7.849506607640548,8.065827828884968,8.30500720128325,0.14160413997364948,0.37622377622377623,2.2111068679941166,0.0
58,10.150674332881074,10.282158089391524,10.501400410331794,0.18311692452887537,0.37622377622377623,2.831802400893881,0.0
59,8.408295299188733,8.556238791576344,8.657074899029743,0.201031374842189,0.0,2.3397630705266166,0.0
60,8.49771123519783,8.821046944665444,9.131279959260675,0.15329767224265145,0.37622377622377623,2.407063957795281,0.0
61,9.29818933923585,9.516778069437745,9.801177178614612,0.1284120660700337,0.05524475524475525,2.180686888263017,0.0
62,9.482529286810857,9.8285847050857,10.095143530892225,0.17106366954666619,0.37622377622377623,2.738314593560128,0.0
63,8.342089746763259,9.122484897369963,9.653436518436177,0.11520791206124763,0.05524475524475525,1.9675718710455559,0.0
64,8.002629951585783,8.683903324713688,8.90260455838992,0.13648703667103468,0.7272727272727273,1.8281935509078788,0.0
65,8.517133357253327,8.622774816693514,8.761688006767335,0.20363355086828436,0.0,2.4338143346458727,0.0
66,9.763134714397873,10.216842094261011,10.525387055538866,0.13483316528150327,0.05524475524475525,2.4476593794286976,0.0
67,9.040923052172896,9.15661173739422,9.305932799441841,0.21615667936830404,0.0,2.675331129155246,0.0
68,10.884359813915097,11.23715597752529,11.551363074177905,0.15031777484425266,0.05524475524475525,2.5090992756957435,0.0
69,10.622577044852893,10.75041711548889,10.9385975151967,0.19162999178522466,0.37622377622377623,3.011749767389854,0.0
