,min_distances,avg_k_distances,max_k_distances,outlier_K_factor,lof_clusters,cluster_sparsity,label
0,4.5825756949558395e-06,0.8136270329119977,1.2089099112055322,2.0701582426517253e-07,0.6796094912421398,0.8734177215189873,0.0
1,1.3564764869498733,1.4988603036235824,1.5650561121508366,0.06607727375043757,0.8099912118694669,0.9367088607594937,0.0
2,0.6984941499613614,1.2086077900284058,1.533152535317341,0.035968611578604405,0.7855043105182772,0.9746835443037974,0.0
3,2.090215746918613,2.5912498506519746,3.2954182652978043,0.09739182689014944,0.9316408914424056,0.5063291139240507,0.0
4,2.7587683904860576,2.8139084516886905,2.908440862345054,0.14229342009948578,1.6078082018784823,0.7341772151898734,0.0
5,4.5825756949558395e-06,0.7972069439188212,1.3197304867788444,2.10901485987592e-07,0.7609655817020207,0.8481012658227848,0.0
6,3.932947205873488,4.058592292753397,4.252042571722142,0.20798667403492715,1.7719375371064463,0.5822784810126582,0.0
7,2.0660260399697834,2.1801235703776203,2.248343443049269,0.13902581289724605,1.102886787602098,0.7088607594936709,0.0
8,1.444357296092224,1.5330470823186029,1.6064548297677805,0.057129463828442376,0.917903511754526,0.9493670886075949,0.0
9,2.5323134135844065,2.603588713992954,2.6491680161145843,0.1123783923916249,1.409520271870054,0.7341772151898734,0.0
10,2.3965450747741364,2.479347472637918,2.5554741521607958,0.11116467347348001,1.4690344354332818,0.40506329113924056,0.0
11,6.4194815327591686,7.242750153916575,7.829073043969621,0.16020890576520366,1.7554679579307988,0.6075949367088608,0.0
12,3.4823604148596177,3.755163564378212,4.097965158881857,0.13454281642847424,0.8562570056669311,0.7468354430379747,1.0
13,3.0449437884819623,3.4128010710986794,3.8870317130380028,0.14124089947425658,1.4304018279224286,0.40506329113924056,0.0
14,2.211941225415412,4.427259533056662,5.9557322477891335,0.05526544889489368,0.8991423015496817,0.45569620253164556,0.0
15,1.0097610229319909,1.4569544094674305,1.9762004515382834,0.04918791897737086,0.5606779643559276,0.9367088607594937,0.0
16,2.6177799411773424,2.652488970472798,2.6974364180789614,0.1673969849652613,1.920700019993476,0.7215189873417722,0.0
17,3.157847638460703,3.487463947167849,3.83241799870182,0.10980976206549485,1.6360077327019529,0.6455696202531646,1.0
18,2.2204434443610497,2.5629454720436913,2.958936597796925,0.09853871333007891,1.1318377337865968,0.8860759493670887,0.0
19,2.4958891683094055,2.5945281509568603,2.705090088952086,0.06416772660377744,0.9321930255692652,0.5696202531645569,0.0
20,3.652542570658898,3.9285505834604963,4.054999785954374,0.1469559407989759,0.9788253818688638,0.6582278481012658,0.0
21,2.5515474249173016,2.7513088025351466,2.9295801427449004,0.14532040108206792,0.42918099867109355,0.9367088607594937,0.0
22,2.1900243716224015,2.3822339568842237,2.5345420515381374,0.10968653797348459,1.1043346794664246,0.8481012658227848,0.0
23,1.9891505292719807,2.3419943266028236,2.4757138494289608,0.10264154696376378,1.1789313740389178,0.5822784810126582,0.0
24,3.9498857612444773,4.005745699083915,4.058305275052725,0.2047326709460957,2.473081330698895,0.9367088607594937,0.0
25,2.367084632532456,2.4400134590460754,2.4858091675758414,0.12209091897295317,1.105705493894004,0.7341772151898734,0.0
26,4.923679964636069,5.834603523425318,6.451975033220533,0.12287867414946178,1.348022688122214,0.6075949367088608,0.0
27,2.9529695094505795,3.029870661657202,3.0919755825164352,0.16439111769914916,1.3108988945709117,0.240506329113924,0.0
28,4.923429906386848,5.250223400518259,5.563386577909496,0.06337466788504319,0.9560402246089978,0.9367088607594937,0.0
29,9.335384681057842,9.407644793682907,9.44239458662404,0.3767734657539445,3.0376279140166473,0.6075949367088608,1.0
30,5.101372463670577,6.2341401200630315,7.180865341385838,0.12731328786206908,1.2946806144795502,0.6075949367088608,0.0
31,2.0612558741163207,2.666759972307708,3.0723709019907295,0.05299358043222609,0.9628888762630405,0.5696202531645569,0.0
32,2.627727221921716,2.762729875001088,2.8491464529124673,0.09744370002597297,1.5363323848661443,0.7848101265822784,0.0
33,2.0327320705259497,2.1226194598332837,2.1722382079097993,0.12779209021306429,1.4199520121977836,0.8607594936708861,0.0
34,2.824176693601238,4.297377861396713,5.276065492671317,0.07048205613810268,0.8839635683483303,0.6075949367088608,0.0
35,2.1854333300578586,2.464922575066337,2.6719861492892636,0.12446880076015861,0.7332012615823462,0.9367088607594937,0.0
36,2.169110932713425,2.228863406569759,2.270059778554472,0.12093744512068777,1.5429425324373836,0.7215189873417722,0.0
37,3.3808522882821284,3.575327125435087,3.7748590040141123,0.11756443877571338,1.42171083472295,0.6455696202531646,0.0
38,2.0328193362257614,2.230879699973233,2.531982963964103,0.09021234129285953,1.1894108128947174,0.8860759493670887,0.0
39,4.2240152727723155,4.326417520823996,4.426163220324827,0.1755553610113056,1.4750070139273979,0.5949367088607596,0.0
40,3.07243714640563,3.2365191375427593,3.3992210203335103,0.16879943469017664,0.7739927056873743,0.6708860759493671,0.0
41,2.647446722962443,2.7924310754948016,2.903897886364937,0.22381115576301566,0.8456463398394549,0.6329113924050633,0.0
42,2.087308342600764,2.2636093638902217,2.449885903673135,0.13251510835698144,0.6130295569108678,0.8354430379746836,1.0
43,3.626131802884205,3.691202953898339,3.8025794870176,0.16895653061076807,1.5534650748586212,0.5063291139240507,0.0
44,1.7589052783894727,1.8960148027491204,1.999314224750778,0.128084591424278,1.0340136243184284,0.8607594936708861,0.0
45,2.178662371934462,2.710476465881208,3.4862069286782544,0.10151292223892397,0.9338345885200855,0.5063291139240507,0.0
46,2.766526676624377,3.457989434534838,4.32174815628454,0.12351738501286594,0.8531112407652014,0.5063291139240507,0.0
47,2.0443891889831485,2.105898244873112,2.157248487178551,0.10544673873966381,1.1142312117798803,0.7341772151898734,0.0
48,1.3892732283474405,2.331156699564385,2.932109725344003,0.04526727258811329,0.8984268322643371,0.9367088607594937,1.0
49,2.539448911815026,2.74575461718369,2.9379110991207904,0.1177933234204271,1.2514029375486557,0.40506329113924056,0.0
50,1.6058819756251093,1.714391955720032,1.8160889264910642,0.07390666680155936,0.9311579984738373,0.8481012658227848,0.0
51,2.7139361180977466,3.031153931580796,3.158927806979499,0.09437335600350084,1.24639806540797,0.6455696202531646,0.0
52,2.221186216975513,2.5092357809110504,2.640184167685054,0.06806754192796116,0.8267964853484836,0.9493670886075949,0.0
53,3.5315920761631663,3.6146107349008525,3.6965039587854522,0.1822326006041516,2.7165131850969533,0.5822784810126582,0.0
54,2.1576609654529877,2.2548305893393854,2.523976400510871,0.1202990592427186,1.34958448180323,0.7215189873417722,0.0
55,0.11383686017232546,1.3409133534668838,3.1686795441566344,0.02560911168736574,0.5793326568753983,0.9620253164556962,0.0
56,2.2256768475986743,2.6623005425001844,3.715472562803673,0.16108882477783312,0.6072255276774375,0.6835443037974683,0.0
57,3.5425306416939515,3.686204955349173,3.8683909029138928,0.14297552730942517,0.8731131388583258,0.6075949367088608,1.0
58,2.5764516912428563,2.8863745128112996,3.430222426199499,0.1530858775341532,1.329975264449795,0.0,0.0
59,2.8406516639661294,2.907825554083059,3.029001332611346,0.158138409671634,1.0136331255517597,0.240506329113924,0.0
60,2.628868172414777,2.7862183574522934,2.8698956176158767,0.11916817922071508,1.4356958376603461,0.5949367088607596,0.0
61,2.3985124861264095,2.7182697716598856,3.2832319713620737,0.14251320525950223,1.154331893269335,0.0,0.0
62,2.871012930268572,3.048216774038715,3.2379966405166836,0.06780028597236787,0.9033546008280842,0.8481012658227848,0.0
63,2.4814768105909706,2.607445924778208,2.7020923347581083,0.13885715125298329,1.862223619191292,0.9113924050632911,0.0
64,3.236244015961744,4.017487933593062,4.564996634984672,0.08076588583370731,0.8904600115373441,0.6075949367088608,0.0
65,2.7980978482152663,2.9688029172956822,3.0298486093383157,0.1641104772044426,1.7876248678974935,0.9240506329113924,0.0
66,6.380680930167645,6.454355234917196,6.640563116750773,0.1960397441911116,1.900548990561647,0.7974683544303798,1.0
67,4.5825756949558395e-06,0.6357372663548106,0.9243010106639551,2.6099524213291966e-07,0.392089192656732,0.9367088607594937,0.0
68,4.5825756949558395e-06,1.9722496350983874,3.210340389623219,1.8538838245822693e-07,0.6965473085529872,0.9367088607594937,0.0
69,1.3591280587112362,1.6029401003978418,1.7935127618853526,0.06085542229985189,0.8516967027510352,0.8481012658227848,0.0
70,3.712448061870763,3.8349130926906945,3.9133579907174845,0.17536263630450535,1.585748866205326,0.6329113924050633,0.0
71,3.530201120454504,3.6773208428759987,3.83787016563439,0.16002614517602992,2.2982918426385566,0.5949367088607596,0.0
72,1.8364618654100906,2.102730746707467,2.410800647264775,0.09233319622513679,1.3081607384109843,0.6582278481012658,0.0
73,3.1977062696352663,3.921638192914007,4.852582442208986,0.12354505461062747,0.8808563216945051,0.7468354430379747,1.0
74,1.410342699098828,1.5440829987681224,1.6217940912611963,0.08672682215483739,0.968002348738965,0.9113924050632911,0.0
75,4.475259798194586,4.552112259533809,4.616789337732661,0.3783317182877639,1.5466442698898613,0.6329113924050633,0.0
76,1.666838161457733,2.253230522132866,2.9352253455468005,0.08446380488289441,0.8002675804163674,0.5949367088607596,0.0
77,3.17958258298652,3.4990781177650794,4.078608898549477,0.18892230409878077,1.6433875755691656,0.0,0.0
78,0.8823684299051261,1.2608225509930695,1.4593653096193757,0.04984508863291781,0.7557949157019107,0.8227848101265822,0.0
79,4.5825756949558395e-06,0.8325532118020039,1.170871138469743,2.0923809998859198e-07,0.8125184118430293,0.9493670886075949,0.0
80,5.15856761768665,5.2324484453499265,5.282386773550459,0.4030458062408642,1.0676034756016424,0.8860759493670887,0.0
81,3.636684496363303,3.7914276319564992,3.9795738843164457,0.1511451589104354,0.9849550012592677,0.5949367088607596,0.0
82,3.7635655524983362,4.2472889085259915,4.825149473905401,0.20951680866638211,1.3012083226174,0.240506329113924,0.0
83,3.5254936273356985,4.068479962693747,4.727454953765974,0.16426738032280871,1.4922448334696754,0.5063291139240507,0.0
84,2.365517419361311,2.7217083800250914,3.0890777862316345,0.1049767979705636,1.18907013680462,0.8860759493670887,0.0
