min_distances,avg_k_distances,avg_std_centroids,max_k_distances,outlier_K_factor,lof_clusters,label
0.5029659308843601,1.4754754293559482,1.0,1.7647306176528326,0.03902968277250298,0.8974678343597564,1.0
0.11634015014571444,0.20309230159695346,27.0,0.26856215256086285,0.03836681639149389,0.8067857551041425,1.0
0.22947278809719385,0.48440112067562763,8.0,0.7248559958115686,0.02850128108929016,0.7369988995262823,1.0
0.5277563947562386,0.992214736705521,2.0,1.2245247947358222,0.05883990026033306,1.11556026721201,1.0
0.9120974860373053,1.0017837477828622,2.0,1.0787988365579924,0.3594807362512976,7.2293144654996055,1.0
0.5980728398121473,0.8886689702956764,2.0,1.1041131955519734,0.06667952599459226,1.3433265468745366,1.0
1.8682320729599378,2.007419154440187,0.0,2.1175165029649583,0.23204061750844943,7.267841818308301,1.0
0.3008619587960064,0.5158803621803533,10.0,0.7223065342173401,0.03790158894224689,0.9898905920798433,1.0
0.5422597581842894,0.6962771714010986,11.0,0.8022764490087253,0.11466016029209977,2.019305966062094,1.0
0.5240788158105666,1.014338737152798,1.0,1.1908335802377963,0.027975344948072113,0.7360616489779127,1.0
1.3755640220331087,2.2752756268934573,0.0,2.5298013686777057,0.1067424732303871,1.7454461300784547,1.0
0.07153698615349904,0.15565585871232326,32.0,0.2017633623126999,0.05258101841156884,0.9151976230056393,1.0
0.580110037441069,0.7154541258239216,7.0,0.8554353703158555,0.06181812559650337,1.8535739798068327,1.0
0.037576763056408446,0.07779317706818963,31.0,0.11428260970643521,0.03972054724806886,0.8425463399560305,1.0
0.20581937968797992,0.5004987829300711,9.0,0.7852007031696253,0.02806158583392728,0.6023878270369784,1.0
0.5470896150709377,0.5827860899601182,25.0,0.6358021067232588,0.2301697829497108,6.217566496518128,1.0
0.6161232256368155,0.9611451777844401,2.0,1.0941685156387575,0.03288867866381952,0.6570981922430607,1.0
0.28915938136253216,0.4372110435545958,27.0,0.6600306928068487,0.033567606848290764,0.7237203762910105,1.0
0.9086664977202638,1.1624983781027864,1.0,1.420009477429212,0.11447078327883874,3.183795201995926,1.0
0.13330750746364783,0.21152218452690938,29.0,0.30714487245916977,0.032566028291618004,0.6817161104703315,1.0
1.394005073266449,1.9078681002819047,0.0,2.050294770660014,0.10493622202865821,1.715852924140187,1.0
1.8117473425734563,1.9418709089548905,0.0,2.0764065604591027,0.22502502672164115,7.729677645887464,1.0
0.7088937542790429,0.7839166086091811,14.0,0.8535472357076239,0.1866025418556116,4.557382118503592,1.0
2.2598666664634846,2.3785994305490856,0.0,2.5040994343602354,0.28068293247002446,9.869010162740393,1.0
0.1372907484709346,0.363663187196359,20.0,0.5297303816063382,0.03435564677893135,0.8103005631119502,1.0
1.408262543383994,1.9037493250843833,0.0,2.192964655124498,0.10600947856015411,1.7895371992496822,1.0
1.477132134046657,1.6322891793385772,0.0,1.7377178050298439,0.18346470841961077,6.187538374352645,1.0
0.7264033785804432,0.7930416205716888,17.0,0.8317275506049997,0.26929893632497837,9.068804584303368,1.0
1.1895894454295177,1.3093048327168444,0.0,1.4062742535816837,0.0635003249101098,0.9633799654910219,1.0
0.9599761347363348,1.384161418735717,1.0,1.5550004007852853,0.07449324438745558,1.8262826437038104,1.0
0.2403529152286024,0.5274077623296576,11.0,0.8643460124477765,0.032769916862770386,0.9185083756057781,1.0
0.30316821082907974,0.4806473311184566,18.0,0.5869626530210825,0.03519384798119821,0.7462318346010891,1.0
0.45344841956269777,0.5767816343689617,13.0,0.6596679211712305,0.0666941631738235,0.9736965632971337,1.0
0.6690153528476098,0.916171676239992,4.0,1.0189491468953626,0.035712062206752354,0.6901207916265025,1.0
0.4982535974524522,0.8864187296722017,4.0,1.0302563953354988,0.05555061439283084,1.036110662933807,1.0
0.049591035329823036,0.1545622596539228,29.0,0.24646607978985036,0.01954508390246759,0.63955441868697,1.0
0.3966068983034803,0.6738253509553548,9.0,0.8486181994128236,0.08386204184632613,1.422698167201266,1.0
0.3813039786340031,1.3248044982580134,1.0,1.6508367319623414,0.020354019301200465,0.6523563471696668,1.0
0.013216243015214433,0.14134672927915842,33.0,0.21424752874397762,0.00448975756804811,0.7704820034874368,1.0
0.05483570412946954,1.1253177120198357,1.0,1.472379608482192,0.0029271317447161025,0.6349562451615389,1.0
0.6219986531561332,1.1198945808957093,2.0,1.451316943203109,0.04682205970468708,0.8338482898618634,1.0
0.6411790684029398,1.5123161294013014,1.0,1.7896422973545738,0.03422616039977343,0.7099133592603437,1.0
0.7822635988697253,1.5333961536124987,1.0,1.9506150503765873,0.06070291889289333,1.0072583431037834,1.0
7.1342172760843185e-06,1.045563060256462,1.0,1.3463988304100876,5.53608544869216e-07,0.8005123129012711,1.0
0.34879814540938053,0.8911579843275949,3.0,1.1100101458537828,0.018618856822104922,0.6667308847881527,1.0
0.1798331865826609,0.3572554682359028,18.0,0.6006670058510704,0.055421482299407354,0.8171225631600056,1.0
0.5814934692396051,0.8204978355773195,4.0,1.0179437142750196,0.07325461328483895,2.134026099741297,1.0
0.18140314216113432,1.1990785246185078,1.0,1.4938776250583665,0.014076713068886098,0.8503133526575531,1.0
1.1701453051336443,1.3561791331723527,0.0,1.6576191135342233,0.19560219353510216,3.295049520132864,1.0
0.7362516278964919,1.598019004280294,1.0,1.865180908839495,0.03930113684738011,0.7063879325512443,1.0
1.3498565658378114,1.438672407277618,0.0,1.4881411168310066,0.07205538922867374,1.0561544542407655,1.0
0.47765699687424096,1.0868407410262422,1.0,1.2730578568828306,0.03595648368774399,0.7349568413012965,1.0
0.6822643247167951,0.937298297818064,2.0,1.1763075425903289,0.11404771518534486,2.0947333954492393,1.0
0.825333941670306,0.9735205122076229,3.0,1.1565263188809407,0.11252671775099808,3.845982274922577,1.0
0.19219256859688527,0.24123210026840666,30.0,0.30061681778808086,0.05059096882918895,1.9478662446134132,1.0
0.3412166546625769,0.8945305581442842,2.0,1.1110807702831713,0.026478091199455413,0.8686757465605648,1.0
0.4185490488718322,0.6779601549089301,10.0,0.8144578443158259,0.08850168265195195,1.4033396431485947,1.0
0.43590143185340335,0.5402179370594424,15.0,0.6480199661327797,0.05060243184957241,0.7808136114629233,1.0
1.3132813498989355,1.5128911148967925,0.0,1.7431244314633005,0.21952890093391694,3.7470581023501017,1.0
0.7313576523879175,1.6303928850969132,1.0,1.9966858271152321,0.056752665365928726,0.895206145426428,1.0
0.31718452608563974,0.5903537062114339,7.0,0.8600113455279004,0.039957851682706255,0.9142557881404574,1.0
0.22775063285266345,0.4556264746303308,11.0,0.6258521916374435,0.033441191098024715,0.7277944366046686,1.0
1.2932769706051204,1.378988635361074,0.0,1.4481708517830465,0.5097132320688815,10.35386350704367,1.0
0.06771129204662599,0.7110181972423055,11.0,0.9132403294446826,0.005097088462815048,0.6714143685335092,1.0
0.1362849173379244,0.9883203259736651,1.0,1.2704754217727545,0.010575581294389777,0.8481452002217836,1.0
1.54449840936755,1.7379775357278777,0.0,1.9580814310262482,0.1162648767328582,2.014633261206777,1.0
0.6500488396833071,0.9705212283908283,2.0,1.1793853805144359,0.08439571563760663,3.2152423630780516,1.0
0.5697172168092551,0.6624930874814394,24.0,0.7330629920553173,0.21121080245054094,6.845089252383489,1.0
2.1872804243488857,2.415456724816601,0.0,2.6129476415914374,0.1646514411246631,3.093212107419976,1.0
0.7768601380611476,1.2685348224264168,1.0,1.4353338123656483,0.058479534613011294,0.8021655849897685,1.0
3.939476026057445e-06,0.7336763739652747,8.0,0.9670849537402272,2.965510950245476e-07,0.670957397713433,1.0
0.15186638390178453,0.2446960004956841,22.0,0.43103736317826796,0.016183300732632144,0.7923586210871393,1.0
1.4048930082919595,1.508254375214826,0.0,1.5649531066303624,0.07499323639196386,1.061042246595186,1.0
1.7578508774509738,1.9038628180066066,0.0,2.030571458004167,0.2183309070619089,6.808361192296479,1.0
1.9567904927106096e-05,0.4046015745588976,16.0,0.5338299354710583,2.5404973273336283e-06,0.8198129097872319,1.0
0.09122880197937441,0.209780378518374,32.0,0.2839204214421326,0.026343713381601894,0.7049776538256894,1.0
1.656544348675812,1.8025955577137556,0.0,1.9008314366164643,0.20574830031039207,7.04262948298809,1.0
0.06197961723942522,0.2179700787549428,31.0,0.2978977810758461,0.004379941043364626,0.6871068741375473,1.0
1.1559788439035996,1.3798350793402039,0.0,1.494378764565614,0.08970287011279789,2.2718919648544786,1.0
1.056308388932766,1.4697472649547858,0.0,1.8340511945611184,0.07951550088124834,1.2697281652806738,1.0
0.9717929009927305,1.4773758015140028,1.0,1.6518000730741937,0.0731534465548931,1.0463153889642078,1.0
0.26608911131079765,0.3205130425348085,30.0,0.38065754129595,0.07004280152135559,2.7784560165279495,1.0
0.024138041728851613,0.10410375097249258,30.0,0.1537462070734442,0.02940358582943625,0.48202613389181165,1.0
0.43835228493396344,0.9769667654858836,3.0,1.3105686641408587,0.034015724670440964,0.8601234045228505,1.0
0.3237997487639327,0.4543898379087185,14.0,0.5293689564848819,0.0734472563958477,2.069687698677099,1.0
0.372926562539855,0.6014347901826198,6.0,0.9567158189724966,0.11492952595421663,1.706877032468206,1.0
0.40930917658787724,1.2866108033957198,1.0,1.7097097119581546,0.031762006802349814,0.8593304400344763,1.0
0.1467727811020255,1.073364808808749,1.0,1.3730730092324275,0.007834736029096057,0.6763245087478827,1.0
0.9704326223493681,1.5060310118079814,1.0,1.7075992962689865,0.0753046579830717,1.59752365243837,1.0
0.1660056423539136,0.3749471222767369,20.0,0.52769732568753,0.04154126389097569,0.8128536216492066,1.0
0.5985907126703062,0.8732268009831341,4.0,1.1169754814342956,0.07434695111661278,2.143778272469465,1.0
0.8707699748446032,1.396920901345182,1.0,1.5614010305036776,0.04648173076605913,0.713956657232301,1.0
0.09367137352325433,0.3746304818076115,20.0,0.5852732046309299,0.012771233167107713,0.6876214516090826,1.0
0.3089335850359216,0.5676860609869758,10.0,0.7601150338893549,0.06532362736715078,1.1885278301356021,1.0
1.0856280817110968,1.2852675054838651,0.0,1.4262407196362135,0.13483860710390352,3.9837740112566955,1.0
0.09963951002917444,0.15866050397626968,26.0,0.22166107653576406,0.018130105969282315,0.8059564352133657,1.0
0.1794057601826455,0.8392544350493771,2.0,1.063884225035941,0.013505089073766862,0.6682951073976306,1.0
0.915117801454768,0.9909226221020955,2.0,1.0420197977394339,0.3606711191068603,7.409237793256795,1.0
1.3955296356419133,1.9459018110530522,0.0,2.2692500304413157,0.10829178605191331,1.9254655010322645,1.0
0.7685490984932252,0.9901003021942264,2.0,1.2411290917657931,0.09681925933605699,2.528949596465474,1.0
0.4416572124783458,0.9329083302144401,1.0,1.0776503926929215,0.03324653561022403,0.7202030268831331,1.0
0.12710055831834857,0.34908134562063,18.0,0.5065746631038828,0.018662490664248545,0.7453687769131404,1.0
0.06810684130674777,0.17301110507647227,26.0,0.2606353439489842,0.015426714890506914,0.7225977341708305,1.0
0.08472424566091778,0.2657295708900592,20.0,0.5651771978220848,0.02611054928434399,0.6650990932579416,1.0
0.34340837238233884,0.606417560900028,23.0,0.7068198308272822,0.025850678668172505,0.6730551577753244,1.0
1.716761503257848,1.8977936584953679,0.0,2.144022627097994,0.28697488623047707,4.985119543196296,1.0
1.7404160346901256,2.4091530776858185,0.0,2.770137114061167,0.135054645961201,2.489069633974831,1.0
0.31082487754719484,0.5624528236518537,8.0,0.8711332317391302,0.09579085916535857,1.7137911646782409,1.0
0.46490509268736907,1.0341858616112694,1.0,1.2048676084870487,0.03499656132110136,0.725719027052188,1.0
1.643329091354449,2.370344849432433,0.0,2.7566708469858416,0.12752079055059537,2.27346140439135,1.0
