min_distances,avg_k_distances,avg_std_centroids,max_k_distances,outlier_K_factor,lof_clusters,lof_clusters_std,label
3.976398080687936,4.041769580690994,0.0,4.140317331455788,0.58055558076882,15.55951665228784,5.534414140112467,1.0
1.2357016632614555,1.5826362449793996,0.0,1.87122307766006,0.043238699077744094,2.886504565124503,1.089848823631605,1.0
3.9786831427801266,4.188220280521152,0.0,4.2762127588171,0.5751037588499791,22.598932924179746,6.70354343570915,1.0
4.826683753765267,4.939417666150461,0.0,5.054469133848859,0.8297082326191509,32.86894627297239,4.431425322811174,1.0
1.3118124871907275,1.5676160195291193,0.0,1.7740745735835866,0.19152510510945775,4.7291302503166355,1.5617282549286065,1.0
5.81732657819823,5.944359225032354,0.0,6.016505697045467,1.0,39.73490625444074,6.118047510099761,1.0
2.7282478284813596,3.4365931514419517,0.0,3.7391999228522295,0.04248000255750603,1.2592180165628717,1.8084440295117732,1.0
3.603477947425483,3.8148137087087988,0.0,3.9017729282700677,0.5208692519930903,20.415049422350357,6.0248881805729,1.0
0.9129537392866373,1.1963051951461838,1.0,1.4015636170261598,0.06662483305557368,2.9179701195762737,0.8244544842653246,1.0
1.4760489541916677,1.544874525781032,0.0,1.611310581507918,0.38521380622150686,10.04288014520819,1.8774125942099797,1.0
2.8358559925996256,3.0441248669168712,0.0,3.1608332645852184,0.3405436446047601,10.532924950643814,3.611886215663058,1.0
1.5838343129568089,1.7895951628358435,0.0,1.929729136401889,0.22893732274959702,8.2199227246269,2.772333806988211,1.0
2.1173032328140904,2.233882426120773,0.0,2.3285291809463575,0.30912704991986734,8.101827379668089,2.692193332433231,1.0
1.9083029448946485,2.2062659648991287,0.0,2.390831899371249,0.13926265883133396,6.426549989511919,1.5906829959338333,1.0
3.735100633828561,3.9281698040324415,0.0,4.082924535802256,0.44852939857623697,13.997147445991857,4.296385894593107,1.0
2.519456903991212,2.7358181208354004,0.0,2.8549294643529572,0.3025488736906131,9.310451003639619,3.2387172973020344,1.0
5.365592076355008,5.498485319478087,0.0,5.556355691494042,0.9223467179002462,36.60733081777505,5.579951006585867,1.0
4.348513889329741,4.582074081885047,0.0,4.734531277317174,0.15215977212481607,9.462213416100147,4.310747619925311,1.0
3.7285476251856555,3.82893969005614,0.0,3.9234790640341424,0.5389476058646607,21.043764477859998,4.567964124219688,1.0
1.414213562373095e-06,0.9371588176286707,2.0,1.378141150117347,2.201991883556602e-08,0.6238412364439224,0.7404467524032124,1.0
2.66269557300543,2.960143385729822,0.0,3.1051394420657625,0.1943161415472374,9.094514067445894,2.5114296995036196,1.0
5.290449175473816,5.40805016297828,0.0,5.508102434389864,0.9094296330725167,36.08227214493049,4.914018616117356,1.0
2.017123033893484,2.120790263716388,0.0,2.2896074178412222,0.3467439908656867,13.411693494446364,1.4335787731765677,1.0
0.8312816296736182,1.1248915448903798,1.0,1.3208795689073016,0.060664628902715186,2.6417538832495073,0.7973079575391514,1.0
2.3015350411515505,2.4700275538687455,0.0,2.614267633883618,0.2763797361871086,8.198336310065752,2.4396804938652776,1.0
4.164057292180846,4.4067743719870744,0.0,4.576702207564011,0.1457054121978616,9.08629871693608,4.14087699236518,1.0
4.807798238822487,5.011131100418641,0.0,5.236258350750211,0.16823068824418075,9.639603695203796,4.739270332965865,1.0
3.388538784670313,3.6294137786154423,0.0,3.8065272920672926,0.4947279075619119,12.64148191883469,4.321087703607307,1.0
4.197294134081077,4.39954247551629,0.0,4.525639932576597,0.6067031595339065,22.473837340683726,7.803966347430837,1.0
3.858304196533601,4.094602154218036,0.0,4.241257828555968,0.28156834449523244,13.434351868085647,5.598505048029127,1.0
1.799865691134851,1.8921961926494695,0.0,1.9813824020904043,0.26016385001030257,9.809538295238152,1.9342948088292002,1.0
1.6435798454516501,2.5135830742471343,0.0,2.952144021707406,0.025591251391965872,0.8009781648294197,1.5772957883310696,1.0
1.1837847358264486,1.4341488578419646,0.0,1.6666612040256932,0.08638932840102112,3.843125030656556,0.9187330708469228,1.0
3.790807724910567,3.9085548744279848,0.0,4.01836998139137,0.6516408652588788,25.692557478388906,3.3445686192046105,1.0
5.599637041256313,5.741193769747495,0.0,5.825044248329833,0.9625791101779021,38.234153145013046,5.845174687748731,1.0
2.5985569246624562,3.16355153491231,0.0,3.4235917751365563,0.040460658908296955,1.5125777503395446,1.6665297198891478,1.0
4.933727768875768,5.018983419016939,0.0,5.1985667629494765,0.8481091275442654,33.61670333182308,4.258934846511397,1.0
2.082289224095308,2.2689137216989534,0.0,2.5191783644577534,0.24353701821904072,6.9078308232792125,1.893704866763922,1.0
3.8150149484300386,4.2066014779503424,0.0,4.45690432466181,0.059401438195752616,2.176141990707262,2.3976323209820336,1.0
3.3961337144081596,3.4487865424197395,0.0,3.5244802799713137,0.8863104376377438,23.996450830875723,4.695396753135135,1.0
2.4753665844345862,2.764616322429107,0.0,3.163156741922435,0.08661607735395921,5.548111952716228,2.4429061272016557,1.0
3.9846376949027555,4.039503973840664,0.0,4.116255411626994,0.5759644670755653,22.52763502960981,5.438289577644967,1.0
1.6924618585740407,1.9236613230133877,0.0,2.002262968227805,0.24463902795135,8.742509627861455,2.5755880902998176,1.0
1.4897270338101187,1.7924370564994863,0.0,2.0537324346657835,0.052127354715121914,3.3660730403332613,1.2666977833071045,1.0
2.0048843315000497,2.7344648203535664,0.0,3.2404048199893265,0.031216919020525036,1.1118046742321706,2.182756091556306,1.0
3.4313614989011967,3.5263246364546568,0.0,3.7371352983150676,0.2504112499678783,12.249050249456317,3.6947019973551174,1.0
1.322058221916827,1.6442682532596593,0.0,2.06259615428639,0.04626041974390712,4.060134238880627,1.4049670487668686,1.0
1.0057702249300544,1.617375537771196,0.0,2.092287072008074,0.01566027883583965,0.701327994227721,1.187020875009538,1.0
0.0756122459737427,0.22447171203842325,56.0,0.28094367182467334,0.010021339873230475,0.5451239318489874,0.3731417886325985,1.0
5.237007776555328,5.441733536397143,0.0,5.548244261915306,0.7569898756298077,28.146162914321383,9.911213098836187,1.0
3.7949546632610955,4.006454900009857,0.0,4.2653519987999875,0.276945271170918,12.999656900530631,3.965280027631755,1.0
0.7892257124318837,1.1082217401555599,1.0,1.278894758319811,0.05759550464739532,2.522209849932284,0.762334955590429,1.0
2.915067468195636,3.728285245845882,0.0,4.093495110002229,0.04538886541446735,1.3536009565978728,2.0017868190381685,1.0
2.030819159287852,2.073673989990145,0.0,2.1891095575601582,0.34909835849663556,13.849116888920658,1.5925609524620898,1.0
4.221983279335881,4.371969693607495,0.0,4.452311801621247,0.6102718830862196,23.940753922843047,5.307790824550786,1.0
3.1892008131609337,3.3332227334933457,0.0,3.41078363523268,0.4609870425858191,17.9203013763351,3.889343969705233,1.0
4.089739776846756,4.319982892489373,0.0,4.480252839180516,0.14310495225087477,8.897667701215804,4.018050781513599,1.0
2.971768619366546,3.2177492402091823,0.0,3.4150995300791194,0.43387931029994314,11.0696663927959,3.7826908285151033,1.0
2.8270729574544435,3.443363999489654,0.0,3.719823897607141,0.044018752698786,1.2970705891111913,1.8336605956214913,1.0
2.266680447345512,2.796304016741087,0.0,3.288879057330533,0.035293198145376674,1.514487329151431,2.2845468023219144,1.0
4.033876985286673,4.190509747521151,0.0,4.419323097457844,0.5889475219588484,13.49106116472506,5.066524581508678,1.0
3.567060409810406,3.659028721580287,0.0,3.7512173574769596,0.5156052332163007,20.101207484139895,4.339164636926207,1.0
1.8025865060505222,2.082423000165874,0.0,2.242954646446676,0.1315477661854884,6.164140071212781,2.24434388469822,1.0
3.802830668215197,3.9731481215805657,0.0,4.23573111898356,0.4447653241501199,12.863140890302653,3.6981438890604585,1.0
3.783967361205442,4.069376069742864,0.0,4.213834389383593,0.27614344832525983,13.022144687419404,3.845591645231913,1.0
2.184938168639865,2.247103797156034,0.0,2.318012299004665,0.41095908459028213,22.635817336449563,2.808709245149443,1.0
3.1653596201517753,3.381989285764356,0.0,3.51682783641742,0.23099917025177238,10.972231411893354,4.485992228632526,1.0
2.787025930253635,3.651480400733951,0.0,4.115039703283338,0.04339520310767066,1.304671199763749,2.5187512204560836,1.0
1.1369826678681254,1.3577725522889748,0.0,1.4901125964140316,0.16599988725325626,4.055584197705378,1.156378138464826,1.0
4.215185391883535,4.27656697083365,0.0,4.3781069158596635,0.6154186159374223,16.518672788385057,5.901737014127448,1.0
3.318831338562213,4.156230086550375,0.0,4.56991096930086,0.05167564408125294,1.5377067071754762,2.9130397020156655,1.0
1.2193250370289055,1.2871222005529568,0.0,1.388140762520782,0.14642259450100412,4.0249886172119425,0.925925189015687,1.0
4.375002000579122,4.467716045968833,0.0,4.560132758418636,0.6323901665994711,24.807104201415783,5.444049930492669,1.0
0.0915422028245193,0.42583629450743593,28.0,0.639391007412505,0.009702047652993028,0.707955178604875,0.28195100935140516,1.0
4.05113836589082,4.244468940232058,0.0,4.385381517904924,0.2956408476111885,14.104120729686045,5.958604614105689,1.0
2.9867188554852193,3.7917830942577253,0.0,4.144021637135914,0.04650450860623876,1.3847345101154311,2.0415241056878974,1.0
2.4426242663711517,2.744280102472005,0.0,2.9005246851755775,0.17825594765801855,8.328364523988132,2.2550483993194472,1.0
3.5609176049879196,4.398996555271614,0.0,4.816680581607653,0.05544503229794785,1.6467042046680842,3.1126506432843555,1.0
2.142764844412742,2.3458150654302914,0.0,2.5217565824966726,0.31284445456824905,7.050008218708244,2.6050508832537362,1.0
2.5869650763121697,2.7156239413306147,0.0,2.8134311911299275,0.4446999908871227,17.353023422254605,2.0836971873806065,1.0
1.001683942767704,1.1769029685907788,0.0,1.324947352951526,0.17218973858571823,6.381354957256034,0.7442019654823542,1.0
0.10262852786051019,0.5658193331970013,11.0,0.8457884457779585,0.003591096593040325,0.8715940311056041,0.538322310164994,1.0
4.384363701407244,4.497052050422329,0.0,4.614969361279203,0.7536732969124779,29.804601473750175,3.9686693797314225,1.0
2.829903638018553,2.9582023444373684,0.0,3.03673393584797,0.4090519805179771,15.819201996554751,3.3773854957966547,1.0
3.56712356863064,3.81177282113116,0.0,4.054725935195785,0.2603187894649737,12.214561406562606,3.682772271405679,1.0
4.210886964837369,4.3889061189681176,0.0,4.561173054171904,0.505664179622131,15.878146153580573,4.99883266210946,1.0
1.9073832936093873,2.02663720949331,0.0,2.149613313370748,0.2290480405771708,6.659245747864714,1.6673577810537596,1.0
2.5946577113992686,2.797994110511915,0.0,2.9909396686661647,0.31157935940596304,9.636811089927521,2.9600862310281792,1.0
0.5466165087067333,1.2944690591472503,1.0,1.5934138805462819,0.008511056233759482,0.5365169564686841,0.5766326661387584,1.0
3.938149068993641,4.675572391767685,0.0,4.951901241956807,0.06131868988449297,1.8055023132232966,2.607502551862421,1.0
3.469022987153273,3.5360410501181065,0.0,3.6211755031860138,0.5014342906569783,19.52600612859716,4.182396338947509,1.0
4.578917199645992,4.784769913074716,0.0,5.012347793709588,0.16022186324071397,9.188126105398268,4.4972800560209345,1.0
2.0105020387941086,2.1118083657483053,0.0,2.28583408498391,0.34560584003121425,13.367014910559861,1.4293595916070645,1.0
1.7453139308549188,2.1239141204987275,0.0,2.584671718482903,0.02717529524714672,1.7395931092813182,2.9969431658647006,1.0
1.7298425776957718,1.8788876760617186,0.0,2.014878289643917,0.20772807136126675,6.012714925056061,1.6887297364528715,1.0
4.7950943673627195,4.924300690283803,0.0,4.9959422504461966,0.8242780086188455,32.652906846398956,4.915429326218546,1.0
2.8491062805418346,3.1286052582274726,0.0,3.535368852597949,0.09969368235672081,6.344605694992672,2.83716540362323,1.0
1.326782265593417,1.563715468537957,0.0,1.6419116827781555,0.19178141126993306,6.742218084826921,1.9678127934655365,1.0
3.5816440779657466,3.7897222816888116,0.0,3.9360080015598946,0.5229213513328305,13.416120932319107,4.5868475502060955,1.0
3.5933619875254803,3.8281186694061295,0.0,3.985493584190403,0.12573609170836267,7.836376565799646,3.4863901816243543,1.0
3.4538558053519095,3.6459578534340293,0.0,3.7935025660310555,0.41475612547435364,12.93674878727011,4.612179117778372,1.0
4.369728475194315,4.517608663918972,0.0,4.618414211753007,0.7511574975987901,29.716132597164325,4.394380490261596,1.0
4.128302768251921,4.318257386274381,0.0,4.443517357565905,0.49574705993574547,15.524337284509343,4.803482402801782,1.0
3.2939813253004955,3.4535511052222274,0.0,3.6985705461147167,0.24038562573587244,11.781580131173895,3.3600571734989297,1.0
