,min_distances,avg_k_distances,max_k_distances,outlier_K_factor,lof_clusters,cluster_sparsity,label
0,3.397880718153415,7.546159387881994,11.068147609137561,0.19222571980476236,2.3817912011778857,0.0,0.0
1,3.537723067132226,6.2164171937145145,8.444171183313523,0.20013691458214977,2.3160404068033693,0.0,0.0
2,3.8566500481066077,5.805586024468664,7.166067450454364,0.21817932794746564,2.4797545651527506,0.0,0.0
3,4.2969171766330465,5.733003054203801,6.6268819083830675,0.2430862251305319,2.8572899631585855,0.0,0.0
4,4.351312649248547,5.635203110204451,6.748940276423979,0.24616349880343394,2.8978160831135757,0.0,0.0
5,4.51331972434581,5.52621093821567,7.036669822215697,0.2553286017623629,2.9827786416707847,0.0,0.0
6,3.935057679700393,5.525493206844809,7.872768012418775,0.29500638722568695,3.634465743682712,0.7050691244239631,0.0
7,4.4688059479233715,5.579189556608592,7.0215377897255475,0.25281035776741717,2.9404849065800747,0.0,0.0
8,4.934274083341086,4.984684776322452,5.049133370162853,0.34951621563538154,4.5407719995904205,0.7643186306780777,1.0
9,4.728214690668298,4.763835499470742,4.807635546506538,0.2633649665637831,3.457808275881952,0.4621461487820935,1.0
10,4.496608248514456,4.574328542728165,4.626039831747052,0.2504643207842697,3.3006014922121354,0.4621461487820935,1.0
11,3.478698791650618,3.5078533984403357,3.541981024048602,0.26017371594234345,3.0660586218541086,0.5924950625411455,1.0
12,3.259483910272639,3.3059498202246784,3.3649884503455856,0.1815556033735874,2.2916620126911234,0.4621461487820935,1.0
13,2.430954941555935,2.5720777759529474,2.7004653113584958,0.13540594257796923,1.7330465945075586,0.4621461487820935,1.0
14,1.9293502134703184,2.015884288161203,2.118283380387877,0.10746619764607576,1.383237702504996,0.4621461487820935,1.0
15,2.28094224218158,2.41709098076108,2.6081334551120965,0.12705012708743246,1.6894250076660018,0.4621461487820935,1.0
16,3.459667197219701,3.5901983868272564,3.8127454497757416,0.19270595675696758,2.6179370068625323,0.4621461487820935,1.0
17,4.70002078956639,4.844874586727819,5.086574324509895,0.33292303022302694,4.368054804950231,0.7643186306780777,1.0
18,3.4768339300659656,5.7698129662046345,8.089058899363001,0.19669227977248124,2.1470921491704935,0.0,0.0
19,1.823801832859553,6.15306910615197,9.388020545879932,0.10317655302897057,1.1049822783601269,0.0,0.0
20,3.0310110371219463,5.947051014329144,8.171803981610314,0.17147108055740734,1.8886128337659585,0.0,0.0
21,2.72598969468361,6.066654275377384,8.64249576066507,0.1542153402976703,1.6640259069339307,0.0,0.0
22,2.187271578657808,6.301718943613895,9.41613538102118,0.12373885032800394,1.3093369569231308,0.0,0.0
23,1.709428000599774,6.694192184228629,10.519758492676488,0.09670616926431821,1.1193275355303933,0.0,0.0
24,2.1915350488767276,6.40616087250572,9.488303387540094,0.12398004438385161,1.3399889768048745,0.0,0.0
25,2.236109472800139,6.491970916758857,9.619669663461208,0.12650171934371213,1.3455282197488942,0.0,0.0
26,1.9233706651354812,6.3524102183231514,9.679832667914472,0.10880938479734456,1.1163107272473378,0.0,0.0
27,1.8694847983816978,6.3543279720155255,9.766428012769376,0.10576094066900601,1.0371337083177243,0.0,0.0
28,1.73840030091129,6.323365267015809,9.744302922107215,0.09834519715956686,0.987939522361658,0.0,0.0
29,1.7911233359211585,6.21956186868506,9.225609728804669,0.10132785729266633,1.190632321876277,0.0,0.0
30,2.1311203797349885,6.183777453973635,8.982849275973885,0.12056225128696839,1.3377013164942255,0.0,0.0
31,2.4974685613513405,6.111530188878082,8.700008538560063,0.1412873881448154,1.5378712977495415,0.0,0.0
32,2.750661431847661,6.048706747674602,8.293205079212532,0.1556110757070554,1.7513612245099497,0.0,0.0
33,3.502090150819574,5.915552188241692,7.584457422032979,0.19812108072713888,2.175387203780825,0.0,0.0
34,3.395197882202098,5.932730493933728,7.660294016794551,0.19207394576834466,2.144764562783368,0.0,0.0
35,3.4467728196385052,6.06157958625032,7.717234029846154,0.19499165545121627,2.2065494867317557,0.0,0.0
36,2.9442114147135645,6.0885465104916054,8.157770762476613,0.16656063158046377,1.866824364947844,0.0,0.0
37,2.6250024555651104,5.981103521032152,8.617850267033399,0.14850226607851438,1.5521707272554415,0.0,0.0
38,2.7174599690734493,5.950466541839343,8.314393777133398,0.153732794622541,1.6654279937139758,0.0,0.0
39,2.9065506811304007,5.962938463602986,8.060833596308818,0.1644300795623419,1.8786473673254163,0.0,0.0
40,3.379450639527362,5.909475370086609,7.627984459790401,0.19118308899343806,2.133521826013576,0.0,0.0
41,4.363127033502726,5.724848422668485,6.607871157631843,0.24683186497213913,2.9000758075397575,0.0,0.0
42,5.006749378991786,5.685748228789764,5.983882517662804,0.28324302207458746,3.3221763468857235,0.0,0.0
43,4.5979850696765965,4.826590340014782,4.947669820466257,0.25611108279962486,3.4950756462628774,0.4621461487820935,1.0
44,3.958950158814969,4.226104830196288,4.394451257355693,0.22051637762172294,2.688224921476543,0.4621461487820935,1.0
45,5.245746411759829,5.444708486194644,5.600740727285338,0.3923321387049952,4.71580228664365,0.5924950625411455,1.0
46,5.74890253470722,5.865773286779987,6.0303745024093764,0.3940663812175718,5.2961442106896435,0.16589861751152069,0.0
47,2.9502344733561485,3.080229446800019,3.1536017461432455,0.16433018681749853,2.071114910627758,0.4621461487820935,0.0
48,1.3657884831284592,1.3985820347886297,1.4167335660715843,0.10436693934080628,1.3405995821021168,0.9828834759710335,0.0
49,1.2278961553786427,1.294474422175933,1.376908545202364,0.08337450254083777,1.298792927165914,0.9210006583278473,0.0
50,2.450598571055019,2.7798803885652195,2.911392574824005,0.13650010690101239,1.3931528635806654,0.4621461487820935,1.0
51,3.3887390855468875,3.4937872368456553,3.5624461619792958,0.21702932321632235,3.03774543253752,0.8215931533903884,1.0
52,3.5151968823966104,3.7399807320844056,3.8437782822685125,0.2251282205857825,3.191599243022402,0.8215931533903884,1.0
53,3.6512495689604894,3.944352534766522,4.087977669132509,0.23384161566912093,3.3289488991319245,0.8215931533903884,1.0
54,2.949277027875274,7.925321604963327,12.094921016226696,0.1668472046585179,2.1692793593711723,0.0,0.0
