min_distances,avg_k_distances,max_k_distances,outlier_K_factor,lof_clusters,cluster_sparsity,label
0.38394387579811995,0.8855809174666849,1.3453898777504993,0.036204126460762376,0.7666577304765035,0.9382239382239382,1.0
0.04226323407088099,0.21250320849342116,0.28582348794082824,0.0248700438048092,0.6512787404285254,0.9189189189189189,1.0
0.09370998837008561,0.364230212146004,0.6361224975348951,0.019059849187651447,0.6779085525859244,0.9498069498069498,1.0
0.47347375007326076,0.7507562442666303,0.9973715068061806,0.096128087592006,1.009804136540467,0.9420849420849421,1.0
0.9698990753816322,1.068385890143158,1.1660444913734602,0.10956130346311391,3.7573950653598165,0.9845559845559846,1.0
0.4017130025235944,0.6481692587294049,0.9363674770215267,0.04569047047944919,0.7427929759853988,0.9613899613899614,1.0
0.8354555196459656,1.304970284380984,1.6961562026673658,0.06281688003591582,0.9363349327028929,0.9459459459459459,1.0
0.11246644553682862,0.3501314705987661,0.5104981662439658,0.02272166626573453,0.607853737206734,0.9613899613899614,1.0
0.24752194601351726,0.5050661746163947,0.6984312164855604,0.060973684290849574,0.6479698423879198,0.9613899613899614,1.0
0.4030167538228016,1.011462945669696,1.2958831051143938,0.03341566868074922,0.6956958928776034,0.9536679536679536,1.0
1.2316764562600035,1.5754964272552785,1.9556928365697805,0.06825731571093738,1.105863818867604,0.9459459459459459,1.0
0.20772246927925314,0.29967960310428904,0.38707443085911236,0.247728421787849,6.215485718722475,0.6138996138996139,1.0
0.002552133937125681,0.34783257437831694,0.579386723901944,0.0005964069737449464,0.6177368468445489,0.9613899613899614,1.0
0.018344975914789816,0.12483404500728008,0.22563341263357653,0.04036377714347804,0.6435108099854997,0.4864864864864865,1.0
0.03408646349829304,0.2926274404590375,0.4309671409055273,0.013059581428803277,0.7112997675528089,0.9459459459459459,1.0
0.3527714733899744,0.6695561770631655,0.8130883426049453,0.05246255467176646,2.0120783336559565,0.9768339768339769,1.0
0.3615291115905725,0.7235850844464776,1.1045246902969528,0.04392884222096735,0.46240273605997295,0.9768339768339769,1.0
0.24721045947017542,0.38210005689841886,0.4867357170713326,0.024676229106862083,0.3233302926813594,0.9768339768339769,1.0
0.3941328481564429,0.5496148462405414,0.6983233116561168,0.04136714381541695,0.8690343327293553,0.9884169884169884,1.0
