,min_distances,avg_k_distances,max_k_distances,outlier_K_factor,lof_clusters,cluster_sparsity,label
0,0.08837592967537009,0.17028328042109594,0.24478505464339617,0.33016255513028747,0.7729371459681483,0.4444444444444444,1.0
1,0.06749183465532485,0.3038779694387445,0.48019434700255015,0.13647956727290128,0.4201586260147569,0.7142857142857143,1.0
2,0.059417454180867996,0.2608680615295857,0.3821260614968001,0.11127211711435986,0.6526853513331828,0.6984126984126984,1.0
3,0.05191126748393096,0.2788920118337975,0.422496034638019,0.09721514855624272,0.6413903990686084,0.6984126984126984,1.0
4,0.10194519591161103,0.2088488916566674,0.29220274213586933,0.37376156462062793,0.8100089762121702,0.39682539682539686,1.0
5,0.0736992455902952,0.3028900883518874,0.5541069852013761,0.24537931885250575,0.5640552302320164,0.746031746031746,1.0
6,0.03295664614228941,0.1831958583999496,0.29640368527871086,0.12021558676093254,0.7143187527958532,0.4126984126984127,1.0
7,0.16068397975094992,0.35417018495919006,0.5669358981590717,0.5349922538011693,0.7806307020741436,0.746031746031746,1.0
8,0.0831918695778364,0.1831371697112098,0.2783079215389482,0.51766599532553,0.7738098007877237,0.2698412698412699,1.0
9,0.006631250185368297,0.15644398220295225,0.2389327755742534,0.029862883171602055,0.6351503706887475,0.39682539682539686,1.0
10,0.03316701657868134,0.2996783894190536,0.47854972045986616,0.06725495840071367,0.6541423056619036,0.7936507936507937,1.0
11,0.06629683032182702,0.20218254941001518,0.26925430476007484,0.24306399932723202,0.6819672649839081,0.39682539682539686,1.0
12,0.04168184477451736,0.2804921110712966,0.5287787127474862,0.1479047613595544,0.6596010089220112,0.8095238095238095,1.0
13,0.02061959398469916,0.199983805481656,0.2543719867820348,0.07630590942428576,0.718792776216861,0.39682539682539686,1.0
14,0.12757208570222642,0.3051414487659503,0.4265674397737513,0.25797169600823233,0.4165316315098616,0.7142857142857143,1.0
15,0.013416285478450371,0.1562202060854347,0.22818360467538717,0.05850753851756987,0.841335183040804,0.6666666666666667,1.0
16,0.08364970977210873,0.1778542257806753,0.2851147097254875,0.19384052495687404,0.6900294605956034,0.6031746031746033,1.0
17,0.10140551632007369,0.23858936164410222,0.34078293364122925,0.1920942210029996,0.3151603995247239,0.5714285714285714,1.0
18,0.07503580603143122,0.23885417606340525,0.33806051959474864,0.0980537893382279,0.6583250581931978,0.5238095238095238,1.0
19,0.0666408233975732,0.18580865887823134,0.3090024439470194,0.3185513256728659,0.5916581044057713,0.6825396825396826,1.0
20,0.07404484153525696,0.18823275425061842,0.2860128328300331,0.3406710966472904,0.7246919660848994,0.47619047619047616,1.0
21,0.11551714053778028,0.3776462328647505,0.666054966115297,0.31902710797978,0.7155829104641366,0.7936507936507937,1.0
22,0.12335592294981411,0.18453305200096976,0.2804768943800108,0.22770353345014105,0.5848717997553952,0.6666666666666667,1.0
23,0.02706182289689032,0.17341998452654814,0.28129954750285074,0.164375593104493,0.47790251290675817,0.5238095238095238,1.0
24,0.026221402528635904,0.29104111152502943,0.48867188791099714,0.07925995385729294,0.35364408850089474,0.7936507936507937,1.0
25,0.06354447118952221,0.24366471275407425,0.3680172893000415,0.10646117080218076,0.396635016024941,0.8253968253968254,1.0
26,0.04726935692089716,0.158385530476177,0.2045166525327681,0.2061385563979209,0.8387704934460962,0.6666666666666667,1.0
27,0.026432107124544267,0.17892395551917184,0.275347099957457,0.16447524394647822,0.7507752023433348,0.2698412698412699,1.0
28,0.04849798805883876,0.18585572503475273,0.2588503050520963,0.22313320461797187,0.743976672003946,0.47619047619047616,1.0
29,0.1200861498396283,0.20862850452806098,0.24864883756857112,0.3777822469703058,0.9501899340969124,0.2857142857142857,1.0
30,0.001311074425644464,0.21526127063461517,0.32222433749846274,0.003970354419387269,0.665751507411818,0.7777777777777778,1.0
31,0.02593250692657534,0.20211971421471522,0.2633530467894489,0.09596714300738893,0.6972346487366738,0.39682539682539686,1.0
32,0.024793813307010526,0.17439715790020208,0.2761973097804236,0.08483868519197257,0.7332058012245437,0.5238095238095238,1.0
