min_distances,avg_k_distances,max_k_distances,outlier_K_factor,lof_clusters,cluster_sparsity,label
0.07489130861377066,0.48709730020588776,0.892379828333597,0.23331490800865748,2.0028837397416344,0.6834733893557423,1.0
0.11406770344954693,0.5742225653024079,1.016555194678906,0.05800351226242592,1.376827964765493,0.6162464985994398,1.0
0.08954788309413425,0.5473525813821664,0.9945436861102003,0.04553516532768881,1.1839712491264196,0.6162464985994398,1.0
0.07940388672136008,0.6421883915760439,1.108090795715092,0.04037693560792891,0.9385282271627658,0.6162464985994398,1.0
0.056416977932075535,0.5660702010796506,1.032407429087652,0.028688075347633846,0.5768380953848574,0.6162464985994398,1.0
0.152169213111178,0.5152045470737006,0.9245516376979731,0.077378158337008,2.996628720403198,0.6162464985994398,1.0
0.12817964566748502,0.5256186976879087,0.9497230970025965,0.06517944540328086,2.341376768794053,0.6162464985994398,1.0
0.04958860831853245,0.5274654767336749,0.9522052909723534,0.15448737379905192,0.77463567799726,0.6834733893557423,1.0
0.14834180690049334,0.602883034949356,1.0003273346859003,0.07543191942484365,4.66224083070741,0.6162464985994398,1.0
0.0869167323796292,0.5998765080252006,1.0638022958717253,0.044197223227359,0.8802152229049746,0.6162464985994398,1.0
0.14637964443870968,0.6370720006555597,1.000452048731391,0.07443415834987574,3.810515141691274,0.6162464985994398,1.0
0.10029310439182133,0.4765346509549042,0.8542366071410508,0.3124511623339135,2.6221494739772413,0.6834733893557423,1.0
0.14318668901987416,0.5148048004009115,0.9296829503971874,0.07281053813846573,2.8573337712989453,0.6162464985994398,1.0
0.1276843401697454,0.5012430829773059,0.9089483348046521,0.39778527885641063,4.060669244159342,0.6834733893557423,1.0
0.1332565027648969,0.5233808997259399,0.944414108971208,0.06776103102304011,2.4796191622930843,0.6162464985994398,1.0
0.030623926250477627,0.49675242461683444,0.9047541619022461,0.09540517675879288,0.6773877179332217,0.6834733893557423,1.0
0.08335641536638629,0.5489774760793662,0.9994663058278591,0.04238679937125761,1.05826048765407,0.6162464985994398,1.0
0.03890521523473932,0.5102569729938606,0.9225662382822034,0.12120454137559504,0.6909046934689741,0.6834733893557423,1.0
0.054465588872257664,0.62119828976014,1.1093627017585397,0.027695792555599088,0.5579247267448922,0.6162464985994398,1.0
0.07461876078369328,0.4872587472593544,0.8929035905439171,0.232465817866163,1.994229295741994,0.6834733893557423,1.0
0.0053239620107109675,0.4975677305855838,0.9291298983202421,0.016586166402521824,0.694042011786883,0.6834733893557423,1.0
0.09508684390264353,0.5665639380375678,1.004589707161314,0.296231680933661,1.6582794949388528,0.6834733893557423,1.0
0.02633973832033361,0.49000712349363534,0.9007151058139646,0.08205830205042977,0.6725834548277762,0.6834733893557423,1.0
0.14228920027988223,0.6094482404806469,1.0025780759397729,0.07235416444493788,4.327769430551351,0.6162464985994398,1.0
0.14191591861563221,0.5080113957306919,0.9183185727187013,0.4421220580819446,4.624613393858935,0.6834733893557423,1.0
0.0872309447555458,0.6162351851864046,1.0865823721070684,0.04435700045481537,0.8234759754535534,0.6162464985994398,1.0
0.12958342417612403,0.6104509417067712,1.0140454128053795,0.06589326782169737,3.900177364080439,0.6162464985994398,1.0
0.11434641673582151,0.4825011783317777,0.8667519878176568,0.35623257485625304,3.145299348210735,0.6834733893557423,1.0
0.08830059588558128,0.4782100028537356,0.8623625663169088,0.2750899375039878,2.214693985767088,0.6834733893557423,1.0
0.050607757988584176,0.5859333743959837,1.060671922817894,0.02573408267453275,0.5487415168339009,0.6162464985994398,1.0
0.13307821403147266,0.6510571594362631,1.0293943576115874,0.06767037106914704,2.942633832521734,0.6162464985994398,1.0
0.06240418910493264,0.6123956805717807,1.092416638640049,0.03173257669359243,0.6263488966053022,0.6162464985994398,1.0
0.09895940984814323,0.5554574226487161,0.9997107454230759,0.05032093370011656,1.171386824588306,0.6162464985994398,1.0
0.04574994091484826,0.490258227895463,0.9071731100550847,0.1425284649651138,0.971964438046827,0.6834733893557423,1.0
0.042403238491468764,0.48869943509086394,0.9029636068011565,0.13210221414247078,0.897810164874539,0.6834733893557423,1.0
0.08595985697622506,0.5952358775774114,1.057851250086679,0.043710651371202405,0.8007902327654339,0.6162464985994398,1.0
0.16751543248157866,0.6281821889406232,0.9833368077096228,0.08518172233026948,4.742905025366036,0.6162464985994398,1.0
0.08864848974721043,0.6453206746658525,1.095338444147705,0.045077823140115846,1.1528678374100203,0.6162464985994398,1.0
0.12137808428409831,0.5011563267735075,0.9117599768933119,0.37813889346038543,3.8353671137327905,0.6834733893557423,1.0
0.061124906125104184,0.5407049792032875,0.9810592575199709,0.19042732879946225,0.9341171569763839,0.6834733893557423,1.0
0.08355992103019702,0.4821515766283696,0.875807349331659,0.26032093241840226,2.078945273524074,0.6834733893557423,1.0
0.16213276857566017,0.6503249549051338,1.0159728137963917,0.08244463372034971,4.067145395588286,0.6162464985994398,1.0
0.08075845138740752,0.4808882379360463,0.8725719806253034,0.2515932890630518,1.9690250993905598,0.6834733893557423,1.0
0.1342799118698417,0.6634025045982742,1.0457567846357618,0.06828143531604318,2.645127269576106,0.6162464985994398,1.0
0.05829611499279967,0.48646386434159117,0.8941090319444533,0.18161456861372322,1.3787418993572491,0.6834733893557423,1.0
0.10835752057987044,0.6394977866996248,1.051460469546948,0.055099880015209934,2.2996927472705058,0.6162464985994398,1.0
0.03070905083817196,0.4882161712305139,0.9000208964157731,0.0956703722229235,0.6630335266951041,0.6834733893557423,1.0
0.12676680395025114,0.643260220864531,1.0297177255710739,0.06446101433653559,2.916765444949376,0.6162464985994398,1.0
0.07128413669759337,0.6365049006075514,1.111158039295744,0.03624803666608513,0.8739313043376905,0.6162464985994398,1.0
0.14089864277178235,0.5107933493958783,0.9257350893424621,0.4389528569513928,4.61431982043942,0.6834733893557423,1.0
0.09043964980398266,0.5473602032405831,0.9941123563638149,0.04598862936462187,1.1961228805814232,0.6162464985994398,1.0
0.03905506243877702,0.48655881654077515,0.8882014117487176,0.12167137240408882,0.6677061475676874,0.6834733893557423,1.0
0.12988498166292747,0.47810656216469455,0.8486701176843239,0.4046411140266804,3.6500759458858383,0.6834733893557423,1.0
0.10134446125235214,0.4791294229490468,0.8618460424860697,0.3157265387926701,2.6713387834357745,0.6834733893557423,1.0
0.027787017345738924,0.4917633073888532,0.9132579086814916,0.08656712662467697,0.7468507935122654,0.6834733893557423,1.0
0.0258765308174361,0.49173786891302546,0.9019516758719894,0.08061523451792334,0.6489798181206037,0.6834733893557423,1.0
0.10003484370352125,0.48464908575620835,0.8778831996571981,0.3116465820715531,2.9252847797810575,0.6834733893557423,1.0
0.12508124304564844,0.614400692627142,1.01799781971819,0.06360390535965123,3.6548461934657177,0.6162464985994398,1.0
0.007654664512543844,0.4943693232514594,0.920479884492392,0.023847191077829694,0.6660605990791524,0.6834733893557423,1.0
